,review_id,user_id,business_id,text,stars
139,t7j2dq399vFH8MXJskljUA,Vc4QSYKAOf8NXriGXo919Q,G2sQXq3VGVDuYWyZEDcNBA,"If this store wasn't on campus, I would seriously question their assortment of products. However, it appears that Varsity Health and Beauty has absolutely nailed their target audience of disorganized students. I don't know how many times I've needed a stationary item or Tylenol or chocolate or another random item where I've said to myself ""Varsity should have that"". It's perfect.

I've noticed that they've also recently extended their hours which is excellent. No complaints here!",4.0
12,MYnjr9DavXGljSC6UXvaWg,KfxFfpYT_0RD7Fa7RVI8Wg,ajUf1h6j8KZ9bg69MSKxSQ,"So many changes to this park that it is no longer a scary place to visit. Once upon a time, it was known as a drug haven with teens hanging out there doing God knows what.  Now, with the new playground there, it has become a much better place for families.  There are grills out there in which to barbecue.  The waterfront view has always been pretty, but now it is safe as well.  The playground is awesome.  So many fun things for the kids to run and jump on.  Love the addition of the water park area where the kids can dash through the sprinklers/fountain and get wet to cool off.  They even covered the playground area with a tent looking type thing, though they are spaced apart, so it doesn't really cover the playground well enough not to get wet when it rains.  There is plenty of places for the grown ups to sit and places to have a nice lunch in the gazebo type areas.  Would be nicer if the water area had some cute fountains instead of a ""hose"" type atmosphere...but the addition of the water area is still a nice touch and let's be honest, the kids could not care less about the fun looking fountains.  They just want to get wet.

There is also a separate area for younger little ones, so they don't get run over by the crazy 8 year olds in the area.  That's a nice touch.

The other cool thing here?  The adult fitness area.  The only time I have ever seen one of these was when I was in Venice Beach in California.  There is a stair stepper, a place to do pull ups, a rowing machine and it is all a very cool addition for this area.  Granted, it is too hot most days to utilize it, but in the mornings, it is probably cool enough to use it.  This is a much better set up than the old wood park that was starting to get really run down.  

The other thing I love about this park for the kids is the equipment they have there is much more spread out than at the wood park.  It's also contemporary and it is much easier to see where your children are than in the old wood park, where you couldn't see through the playground to the other side.  You had to follow your kids around everywhere just to keep an eye on them.

The only real gripe I have with this place, still, is the lack of parking in the area.  And maybe, I find the multiple exits out of the park a bit disarming.  The whole thing should be fenced all the way around to keep the little animals, er...children, within the perimeter of the park.  But, if you are an attentive parent or grandparent, you shouldn't have much trouble keeping the kids reined in.  

Overall, the park is a great addition to the New Port Richey area.  It's within walking distance to restaurants, cafes and the ice cream shop on the corner.  It's a very pleasant place to spend the day and as far as I am concerned, anything that gets your kids away from their electronics is a good thing!",4.0
155,q5SmZ27fgB4K030kMClWSA,S_Joujv7euX3N9yHqE4IMw,stqWlKEgXweNQSsxOsHjVA,I'm with the Rita M. who wrote that the staff are great.  It's not that the food will blow you away but it's just simple comfort food with nice wait staff and a fun atmosphere.  I had a delicious draft beer with a po' boy of fried chicken.  The wonderful bartender gave me a description of what makes a po' boy a po' boy.  The fries were as delicious as the sandwich.  This is the kind of place I would stop by to after a day of work for a beer and a sandwich and a nice chat with the bartender.  It's a keeper.,4.0
146,VXYUPSCNy9ftOF8H97gcwA,Zrwx0ibeHt8tbjV1mTQmQA,7w2mvWBmvY-49MmTxQ-OhA,"Got Saag Paneer, Baingan Bharta with Garlic Naan..same thing I get everywhere. It was very good. Portion sizes great. I took home leftovers, and am looking forward to my late night snack. The staff was friendly and attentive. Very glad I found this place. 

Now for the con, there were fruit flies buzzing around as we ate. I really hope they're actively taking steps to eradicate them. I want to wait a while before I go again, and I hope in another month the fruit flies will be gone.",4.0
1,w6eNSLt-4_RoQe3crYkzDg,LpWm-2cXzzW5xWuMOZ8RIw,0WkPwMoI1HxSP8jicwQOOQ,"Corned beef and pastrami specials excellent. Bought two loaves of bread, rye and challah, both fabulous. Ordered napolian, was horrible. Eclair passable.",4.0
3,31LWWvQv9gmnCh8KB8CsXg,0nY6sf3cWw6-eU-lOhUp3Q,lTeoNvVo9cNvI5DLRkl9Sg,I really loved the flavor and preparation of my first shawarma.  Wonderfully prepared and simply delicious.  I am a fan.,4.0
10,aoAZXF2ioF0sKIrhnadJ5Q,kYyszsVktocplfjPsupZ8g,V_jy9Aemc3kjznqhbsu_Dg,"Cool bar. Great drinks. Pretty laid back and a good place to meet with friends for drinks or a bite.  Service is really good.  Dan is hysterical.

Food is really good.  The Korean BBQ Steak sandwich will change your life!",4.0
16,-cpfgmB1vA9eQ48nvqkujg,7RLiQ7gGOyvtcXsIqZ3IEw,CwTvTix4sxPockqyfsO7ng,"We did the Baker Street and Bank Heist rooms. The Baker Street room was challenging but very fun. The theme was very well done and everything was cohesive. The Bank Heist room was challenging but not too interesting. Clues/challenges seemed less connected and the ""vault"" was a bit of a let down.

We would still like to go back and check out the other rooms of course!",4.0
21,OtE1CnwgOvRpy74n_17Dbw,V_kpo21AQvpDLWvX4hT_uA,yE6aDcbbK8pmvNroXnQYQA,"Good breakfast.  I love the house potatoes.  Grits are also very good.  I like butter on my grits and I asked for some.  Staff came back with Parkay Margarine.  Didn't know they made that stuff any more.  No where near the same as a slab of butter  melting in the middle of a bowl of grits.  

I had a bacon cheese biscuit sandwich.  Biscuit was good but the bacon was all pre cooked.  Everything is better when it is made fresh - bacon included.

All in all, better than most breakfast spots in the area.",4.0
22,1GoVvNVtSulAR290do4urQ,po4Q1fXjYo05gdZ3mUkVRg,VkAhWzmhMTCQDMoedhI8Vg,"This review is for the service department. I brought my Lexus here for a timing belt change, which is a big ticket item. I was expecting the price to be high, sonce dealerships have a reputation for overcharging, but actually the price was pretty competitive and I figured they use genuine Toyota parts here. They have free shuttles to take you to and from work, which I definitely needed because the timing belt takes all day. There is also free food (bagels, muffins, etc.) in the waiting area.

The work on my car ended up needing a second day, which made me upset, but luckily my associate Logan hooked me up with a rental car for free. It was still inconvenient, but it could have been really bad without that. 

I can't say how this place is for smaller job, but for big maintenance, I'd recommend them. The price was competitive and they are very accomodating.",4.0
26,s0HjHNx4fowUvVintZWMnw,uHRPGEXsWjDNVzUrhErsGQ,vj6AetpADpHOYtMRZsXX3g,"Great food, a little pricey for lunch, but well worth it. I love their Enchiladas Guadalajara with Salsa Verde, rice and beans are some of the best I've ever had. And their Salsas are amazing.",4.0
31,rAbfwQDhJgzbirIzBT-_DA,6DR4LS9hxlGcPYVho-FOQQ,UL7pYGuCX4cK3hbviRYEyw,"We had a grill red snapper entrée and a papaya drink. It took 
24 minutes for the chef to prepared the dish. It was delicious. Meat was fresh and marinated with garlic and lemon flavor. The fried plantains were also good. The owner gave us some white rice on the house. The interior look new and clean and there was a patio for outside sitting.  The menu covers wide selections of breakfast, lunch  and dinner dishes. The service was good. Overall it was a good experience.",4.0
36,QnGS-RmjdITby0U1cAohQA,eXoTXcJQfHBpqYEaWExbow,rcSmNigVYkJzz-pzd5nIMA,This is a great place in Brownsburg to eat a nice to romantic dinner. The appetizer bread and dip are amazing and the pizza is great. I think the prices are a little high but I guess for a small town with little to no other comparable options you will have that. We eat there 2-3 times a month.,4.0
37,vLuydqGg-AD7cbQ5NW0Y4w,ffQpxjEqlrwO96d_C-vb2Q,n_fUROdhfmLwd_mpBi55ew,"The best muffaletta in the Quarter! The olive salad is perfect, the bread is fresh and crusty. It's huge, I can only eat a quarter. Grab a bag of Zapps, a beer and sit somewhere and people watch and eat. A must do any time you are in New Orleans! We always get one to go on our last day to eat in the airport. Sure beats crappy airport food!",4.0
39,knX1uw-IH-CcFcLZ-qSRCg,f8Zn4NFHtom4vXbOgl5Hiw,R0L09xByPYmV6lFhIpeOKw,This shop is not fancy but what it lacks in ambiance it makes up for in personality. It may seem cluttered and disorganized when you walk in the door but only because they have almost every cigar you can think of in the large walk-in and many standalone humidors scattered throughout the shop. In the back you will find a comfortable sitting area and the best bunch of  locals you would ever want to hangout with. I look forward to visiting this shop again next time I'm in the Saint Louis area.,4.0
43,I_Ga_5Sbc2oaQBHXnuxPZQ,4hWBfXwEtgewKJKecHzNYw,OrU9wTeHJSLMwyGqYg4FAA,"This place was solid. Came up to Santa Barbara for the weekend and was looking for some good seafood. Located right next to State Street, this spot was perfect for a nice litle dinner before grabbing some drinks and stumbling back to the hotel. 

Ordered the Cioppino and it tasted as good as it looked. Some fresh fish, shellfish, shrimp and lobster in a tasty sauce. Can't go wrong with that. The girlfriend had a pasta with clams that was good, but not great. The free calamari with yelp check-in was a nice bonus. The waiter was also nice enough to bring us a wine sleeve to chill the wine we picked up in Solvang. 

Good food and good service at an affordable price. Because I'm not a yelp snob, solid 4 stars.",4.0
58,pJGAU2MGic9yyDRXkc81pA,sAsCFPxMJ7MeAsKynaKQZQ,ZLrqw4KCwKyBlVqycUfNbg,Crawfish Étouffée is very good. It is touristy but the band was great and delicious food. On the pricier side though.,4.0
60,PkaCFJdE-TVjP_CxcGMY7w,HIQjbTpTBvczvX77MmKdfQ,Vz2RN55rTJBGn43K1v84nA,Pizzas were great. Atmosphere great but a bit overpriced. I would recommend the prosciutto pizza!,4.0
62,VUG3eYTXRzG8lnUJ8dZWgg,WMkfatZgnJQvRTwKFuzt1Q,2b6BvccVTtPwElQreRtFYw,"Great atmosphere and cheap drinks, especially on thursday nights. 75 cent miller high lifes and various well-drinks for $1. Their giant projection screen is awesome for watching those important sports games.",4.0
63,KhEswzZab1Tpx3mu19GdKA,h8L_oYRfB_fhpwPM9-pgpQ,bzG2ul_mhdPMvhxsn-8EEg,There Hoagies are really good. When they get the order right. And don't forget to get there half gallon iced tea it's so good.,4.0
64,q9CObm-2BRipsWUPSaZLjg,1mJ1Cv9cd58EvrUywKIblQ,cWhB1byRV74v0ggwJ6wnUw,We had a great time here during Cosmic Bowling! The DJ played great music and the staff were very nice!,4.0
67,fuiNS2UEvRstyvqsZE8ILw,YVHavrGd19NznXjlKPe3Og,DdVdgxkFGFz8v5vDCJ-1xQ,We tried this place recently. The wings were just to my liking. They were crispy and you can get the sauce on the side. Pizza steak was very good too. They deliver. We will definitely try again.,4.0
72,Bg6ebF-33iW3VxVsAMNw9w,h6GAvq0yMQma9rBcmxIStQ,poviu-6n3iaRE4gdQz6OYw,"Food, service, atmosphere was great.  45 min wait on a Sat night.  They have 9pm to 11pm happy hr on sat nights.   Will go back.",4.0
75,WP1vxIfLbUYcGttz4odOFQ,ROC820JwCJnHiCBlaG8aEw,Utax_Co4ZVdApJl-8tzPTA,"Very clean, most of the things that I need can locate in Pan Asia.  Their seafood section very clean, and in comparison, cheaper than outside grocery stores.  I will go back again.",4.0
81,VFoTyHIR4pCD65n4zfd-fg,l1v_X36t3_-uB2jCjQmK-g,HLYdtUB81Pig_uP9LRuq_Q,Stopped in here for lunch after looking on Yelp. Had the pulled pork sandwich meal with BBQ beans and mac & cheese. All very tasty. Would definitely come back if in the area,4.0
87,U_MLj6lkbFSp7IT_-gdo0Q,OYAOdmU8MV8MSE6XwfStEg,IXllQQM7LG9NC7uNQ8un1g,"This is one of our regular haunts, we eat lunch here once a week. The food is perfect, no complaints... Their parking lot in the back is a skid row cess pool. It holds filthy kitchen water that patrons are forced to walk thru year round. The concrete is broken & really could use a jack hammer facelift. The owner is an impeccably dressed Japanese woman in her 70's, who counts her money & watches the register like a hawk. I wish she would fix up the building & parking lot for her loyal patrons as a courtesy.",4.0
96,eWfroM3k-qbNGkAQ7fsJvg,3tBluoSyAoMct4vPb25uug,h7TO_IsmLCYmKKDVOOIeFw,"I've been here once before. This time it was better. I went for lunch and ordered a roll and a Yakitori. A bit too many veggies that didn't mix well with the beef. The roll however, perfect.

Clean. The server was prompt. Everything else was wonderful. Too bad the weather was cold.",4.0
105,QONb-ENZYEZO80slVqsfEQ,5YnRFyZ4D-tLEJrhyAdxSA,8-0t76fS3LNlLERzJR9aUQ,"Nice atmosphere, and friendly staff.  The wings seemed slightly undercooked (yikes, saw a little pink, but I didn't get sick, so I guess it was fine?).  The fries were perfect, but the homemade ketchup was not the best.  Would go there again if in the area.",4.0
107,whV7vqFQIA1mY6WBJbEveA,nkVxroqpkPTrKtvP15L50g,GdYQZ6x1XX-YWL-ntphtHg,"Needed some Taco Bell, needed it fast. This place was tasty and above average. I love when staff can banter well. I don't mention too much with a chain unless there is a standout. This place is just a bit above average. No problems here.",4.0
112,9r1Mq_K_V6RKmNTfmz1dzw,1tnU59S1K2MCWYRSBNgh0w,nAbese1E1H5TwZntoEyfzg,"Excellent margaritas, loved the freshly made soft tortillas and table side made guacamole!  Looking forward to our next visit where we plan to order the fajitas again along with the chocolate piñata for desert!",4.0
113,W7sQAwx1iQD0uwZogPjDSg,HbCwO-4yA5L29RFg6CQ0cQ,e57HVMhbHJ37nQ363YAaYw,"Pro - Great Deals and Service
..The food is average but generally a great bar especially Friday 5-7! And Sat night is great too!",4.0
114,so-OWoBQkx6ig-rl6ad69Q,A-BQGelt4MkWIZmT9Wma2Q,Wi1ne-0uW5I5NmAJidTYQQ,"This is a great pub-fare establishment.  The beer selection is quite solid with plenty of beers on draft as well as bottles.  I had the Velveeta burger with the restaurant's own black bean veggie burger.  It was lovely.  The fried pickles are a must.

My friend ordered salmon which our waitress later informed us they had run out of it.  Instead of forcing her to choose a new dish, they ran out, bought fresh salmon, and cooked it for her.  In addition, they gave her a free drink, our table a free dessert, and didn't charge us for her dish.  On top of that, our waitress was delightful and the manager made two appearances at our table.

This isn't haute cuisine, but I will definitely return for their fried pickles and Velveeta burger.",4.0
117,f-lHtykMzbhAt6tiXz8Qhg,M4HHEU4bsWeavdtDohbzNg,V_jy9Aemc3kjznqhbsu_Dg,"Only here for a few minutes but they hit the spot (at the right time) with their ""Waiting Room"" drink, which is essentially alcoholic mint chocolate milk. HOW COULD THIS BE BAD?",4.0
125,6JA-7V3f4t1M8ALB9O-CLA,oiiKev23rHdVwZMnXFDcxQ,_FNtyJvpNMnGmnO6QkCuOg,Parking is a little tight but aside from that the coffee is good and the staff are quite pleasant. Very good placement of store because it's the only food around there.,4.0
130,TYgZhntNDVKvwdUb1PYeBg,9yxxvX5ySJSylQk3LMWzIQ,wD85uEvLs1ST-J2r_xUI_A,My boyfriend and I are fans of this place. It's an easy place to go and get a decent sushi meal. We always have good service and you definitely can't beat the price!,4.0
131,IV12RzyzvHbUHvf61JtzEw,GWOf1oB2mTalRY_A-EjSiQ,44Xh-IjWDSn7XTw1hzO50g,"The prices here are amazing and the food hits the spot. Whether it's the blueberry pancakes or the apple cinnamon french toast, you can't go wrong. I usually go with the french toast special because it comes with three slices of turkey bacon and freshly squeezed orange juice, all for $8! If you're near it, and even if you're not, it's worth stopping by.",4.0
132,Q4YeWm3JoLxS-WRSB72S_Q,NpwCAk2UMBrtT7RyxwHgVQ,w9grvGu-5bHNucOeReHzfA,"Great cocktails! My favorite was the botanist. I sat at the oyster bar. The staff is very friendly and knowledgeable. We had the peel and eat shrimp, the crab and a raw fish (but I don't recall what it was), the hot chicken tacos (could have been spicier) were a nice twist and the Mac n cheese was so creamy good. I can't wait to go back!",4.0
134,9pFYIiNwssGWm69ZowHC2Q,F1CaxcNJCUg1W-3AgMiwSQ,5RP1g35b0nqou58z-8cuwQ,Nice friendly atmosphere.  Food was great as was the price.  Close to hotels as well.,4.0
136,mOvL7B3hsUnThPljQCg9Zg,Oosc-NKwEQn4LzwBc2isGA,w__UZfNB79VSXmFUWhAVyA,"I love this place. The sushi is always very fresh and the happy hour prices are excellent. I'm all about good a happy hour, and I'm always searching out the best happy hour specials in Nashville. Oh yeah and did I mention they have Saki flights!!! This place has great outdoor seating, perfect for people watching. I'd give this place 5 stars but sometimes the service can be a little slow, even when the place has very few customers.",4.0
137,pww5OgevM_nVM-p2BiunFQ,E7fWLIGUh8HrooXU3LzGoA,rwXt22GSlrb5f5zawjrr8w,I like both Biryani Bowl and Sultans but the latter is kind of bland! No spice so prob that is why it has so many reviews - for you white people it's great!,4.0
140,sGwt8eR8FwcvCRFdH5ol8g,gaVPepH7Rk38oIS-96Ak_A,uQ18eFz836dYOM6n8B3I5g,The Jerk chicken with rice and beans and fried plantains are awesome!  Great Jamaican food.,4.0
141,02z4eGxiUEB8VE2wUaj2WA,zn_biH8_d_2j9wVgXj5Fsg,zWfzgYe2nT9mHYm_vl1Ukw,"I don't think I can write a totally fair review until I've had their pho but there was too many other enticing items on the menu to choose from! I got the pork belly bowl with vermicelli noodles--great presentation and flavor; was hoping the noodles to be a little more chilled. My boyfriend got the roast duck po boy which really reminded him more of a Bahn mi. And though we never thought we'd say this, it was a little too heavy on the cilantro. All in all a great place! Will have to stop by next time for the great happy hour deals and t try the pho.",4.0
143,j6Q9BsY6RF4E32MFiIoQJw,9qNIp2T5FTBJ0wGACnw8vA,bZ5aVoArjoE6F2Pq3yf0fg,"The wine flight was fantastic as was our server's knowledge and descriptions of our choices. The cheese plate and hummus plate was great, but the soup of the day I ordered wasn't near as good. A beautiful place I hope to visit again (and I'll skip the tomato chicken bacon soup).",4.0
148,LeLH7haJUzpYzJWe2EMGiA,2zZrNE0dl_Y8T4NZaXG3mQ,HSv0Pe45yPAs6PgwlcTPcg,We love this gastropub! Their cheddar ale burger and crack fries are amazing. Their weekend jazz brunch is great too. Jams are superb. Outdoor seating is great as the place itself is very small.,4.0
149,1_JV1l8gPYUBFp7jzEmZHg,cUpqrl93_EViV_G2enQSCQ,MDvAB8Qo4wjmqfQ8BsevWw,We ordered a carry out meal and when I arrived the person gave me my meal and checked to see that we have everything we needed great experience,4.0
150,4OTDPWq2FGksL6M89w-c3w,3qnQ4MFDo4xZCoYqHE4mxw,9Qe5ib0bCgRITjYn-iA-Bg,"Great gluten free selections (many, many choices...and we're not talking only salads here). Nice beverage selection and friendly staff. This is one of the few places where I've been able to have GF fish and chips. Huge portions and the seafood is yummy.",4.0
151,4TN4lsWkzYxKBT309cT17g,SBNL9M9lC9foKpxoRE24Xw,kpl3H_sgfTm-tH3Aa-ML7g,"Split the Ultimate Benedict and Monte Cristo, one of the best breakfasts I have ever eaten. I highly recommend both items and this restaurant in general, very cozy and upbeat. If you are looking for an amazing breakfast give this place a try. The star lost is because of the price, 2 meals ended up being $36 which is a little pricey for the amount paid.",4.0
239,v0WRABvEl34udowTQ6OcAw,2A01pWF9MJnywwgvYCOGQw,ma9zcqAdxJpMdeg5-UGNLw,"This is the second time I've stayed here and I have no complaints. I come to Tucson once or twice a month for business and stay overnight. It's in a great location and there are a lot of shops and restaurants in the area. They give you a cookie when you check in or fruit.

I signed up for HH Honors and got a free upgrade to the presidential suite which was pretty cool. It's the size of a one bedroom apartment. Beds are comfy and pillows are fluffy. There is a desk area to work from and free wifi.

Cons: there was a weird noise coming from the second bathroom that sounded like a air vent was on its last leg. It was annoying but I was able to shut the door and muffle it.

Furniture seems a bit dated and worn.",3.0
119,SMVmT1tORXW7rHkMkbREfQ,PtjALklVvaFWQVbN7sRotw,_MqQQaJuulw7CqiNsaG96A,"Here, tonight,  for a replay of the MET in HD production of La Donna Del Lago. Wanting to check the bleed-thru sounds and vibrations from other theatres,  hoping to find our space for all next season's broadcasts.

Now, intermission, appreciating the accessibility of services in the venue.  Not  thrilled with the sound battening, between theatres. However, the visibility, without stairs ( as in stadium-seating options) is appreciated.

It's a balance.",3.0
196,fNSv80fTUILCKOAC1UFdsw,yGTCTMk8QYXVaRB1ZW1QCQ,gDg-stv1rn0I_AyELp2zNg,"I want to review the cafe within the bookstore...since I haven't utilized the store for books - duh that's what the amazing Philadelphia library is for.  I discovered this gem while getting tokens for Septa.  The token machine seldom works fyi.  But that's Septa.  The little cafe is perfect for grab and go food for Penn employees.  Not a lot of students (I guess depending on what time you go), and it's pretty quiet, and it's quick.  Plus they have salads and sandwiches that are brought in from some catering place...can't remember which.  The only pitfall is they're time-stamped...and I can see that the salad I'm eating was made at 8am.  Yek, but it tastes good.  And you can't beat $5 for a salad in the city.",3.0
69,99WW81hKTFn7k8XpppmwrQ,oE8Lu8fTBiTt7yp7j661qg,OmJnaVUJH9EVR-TYldv4JA,"Fan of the charcuterie, cheese board, gauc, salads, and most of the lunch items Ive tried. I was hopeful for the nachos but after getting through the top layer there were only warm chips underneath.   I'm not a heavy tequila/margarita drinker and have had some that have left an impression but these do not.   There are wines and other drinks to choose from though.",3.0
235,h-mxr84bROjeUbnQNlN6nQ,rtuqkvH5z74DLDO2ZbiDIA,GjpMXrlTWpADpyUR1WByNA,"Any place that looks like a NYC joint is ok by me from the very beginning. Coffee Cartel has that going for them (good or bad) but I also enjoyed the coffee and the fact that they agreed to make me some toast even though it isn't on the menu. 

On a side note, why isn't toast on restaurant menus? Seriously.

This place is nestled neatly beside restaurants and bars in the Central West End, walking distance from Forest Park and Wash U. It's a neighborhood that has kind of a weird balance of outrageously smart college kids, chic urban dwellers, date night couples from the suburbs, and tourists. It seems to work though, I noticed a number of businesses expanding or new places setting up shop. 

I look forward to trying it again.",3.0
123,gyIYPea_aOK8nnEvYitGJg,i-kIVsjq9xyyzFcb_wcQzA,h4uQyT3dGoKbelijli09DA,"This prints are overpriced, and I didn't care for the types of poses the photographer chose.  (I don't like photos of children lying down.  At least, I prefer not having them pose that way in a studio.  If they are asleep at home, that's fine.)  Nonetheless, I am giving a slightly generous rating because the photographer was so non-pushy, especially when it came to sales.  I am sure I can suggest better poses, myself, if I decide to return.


Based on my experiences, Picture People is better than Portrait Innovations (which is awful), about as good as Target (averaging price and quality together for a total score), and not nearly as good as most private photographers.",3.0
172,RCv56Htyu92rZYzBLaYtgA,MMqpcdSDCKWOERHPri_teg,F2w5RfghUtAGd3jFveGszA,"I got a gel manicure here - my experience was nearly fantastic. I was really happy with the great deal of attention this woman paid to me and my nails and I loved the way it looked afterwards. However, I can't give a raving review since my manicure lasted exactly one week before it chipped and peeled. The last gel manicure I had (from a different salon) lasted 3 weeks, so this was a huge disappointment. The salon itself was just ok and not as clean as other places I've been. Another issue: I've since found out that shellac and OPI gel polish are removed in different, brand-specific ways - I'm not sure the woman who did my nails was aware of this since she spent 10+ minutes soaking my fingertips in acetone and then scraping them. I unfortunately won't be back.",3.0
188,W3jZg0jrc1Iw9r2WX4W-GA,IQ472MMYH8-eap6Jpi1pzg,Y5S_AUSW8EjswVf9JAi-0w,"after hearing about Horizons for years, i finally went on Wednesday night. while the food was delicious, i had hoped for a bit more inventiveness...

i was disappointed that 2 of the entrees were basically blocks of tofu, while other options were the expected mushrooms and seitan.

that said, my tofu (Pacific Rim Grilled Tofu -spicy gochujang glaze, edamame potato purée, japanese eggplant and pea leaf salad, smoked miso broth) was wonderfully grilled w/ a great smoky flavor. the edamame mash that it rested upon was delightful even if the broth was a bit salty.

the other stand out was the Yucatan Chopped Salad (shredded romaine & baby spinach, poblano, cilantro, corn, avocado and chayote, smoked black olives, guajillo lime vinaigrette)

we also tried their version of a Margarita, which tho it had jalapeno could've had a bit more bite.

i'll go back again, but definitely a different season in hopes of some more inventive Vegan offerings.

P.S. but i think we saw Moby walk in while we were there....",3.0
116,a2PWjoMhUKxSmSFwbkkK3Q,at3rCsetcIQmxkn3BgnosQ,nAqeT12b0GrUTxKbCDVL_Q,"love their spicy miso ramen.. Has just a perfect amount of spice to it.  I wish there was more meat in the soup though.

I docked off 2 stars because I find it inconvenient when restaurants close their business an hour early because its slow... As a customer, I do not care if its slow, we come here to eat and to be served.  I came into eat at 830, and by 8:35-8:40, the servers were turning off the lights and putting chairs up.  I felt extremely rushed and unwelcomed.. Although the service was great, I find it rude when businesses close early because it was a slow night..

I saw a family of 5 get turned away at 8:45 on a different night... Ohhh, you should've seen those little boys' faces.",3.0
174,NH0x9eGlbKZYJigp1bnC0Q,W7Kz2IfXL6aVsFXnFWSwrg,S0dQ8Vks0IR-PZPLoBHKRA,"We have long been fans of McCormick & Schmick's restaurants. Unfortunately, they closed the one near my parents' house, so we thought it might be a fun adventure to go into Center City and visit the one downtown. I love this location because it's right on the corner in the shadow of City Hall.

I have to say that the first impression here was not so great. I called ahead to make a reservation just in case. The gentleman who helped me talked to me while some kind of awful very unprofessional music was playing in the background. Then he put me on hold forever. Then he came back and the music was gone, so I don't know if he moved to a different phone. And then he seemed to have a lot of trouble actually taking my reservation. It should not have been that hard.

At any rate, we show up for said reservation and from there things did improve. Our waitress was very good. I ordered the clam chowder for the first time ever and was delighted to find that it is partly based on a very generous helping of bacon that makes it warm and decadent and a pretty darn good cup of soup. For lunch I had the crispy fish tacos, which were pretty good except for the incredible amount of raw onion. Since the whole taco is covered in sauce, it's tough to pick out pieces of excess onion. But other than that, the dish was decent. Others got shrimp scampi, which got good reviews, and a burger (a non-seafood lover in our group).

Others have said it, but it's not a cheap meal. Still it was OK for a treat. There is valet parking during dinner hours but not lunch. Parking in any of the nearly downtown parking decks will run you $10-$16 or so on a normal day. Just something to know if you are planning to park.",3.0
233,YIPIIC6-8vfbhgP-7gMoEA,z33x0fHD8gutPy5Gv6Hwpw,7xvFSTrr_cYeRWJsY0hokA,"Only fresh fishmonger I could find nearby except Whole Foods, which is pretty far and usually only has salmon. I hear Lee Lee's (or however you spell it) is an alternative. Stinky, small fish selection, for the most part, but there was some decent-looking sea bass (judging by the eyes, like you're supposed to). I didn't ask about the source. The nice lady deboned it for me, but it was expensive. If I had a choice, I wouldn't recommend it but for the nice lady.",3.0
0,cG3qE44b3SeGKBpOdE6wow,e60LLNK38baolPPlf06jsQ,ZQ-Sg1tJXCKD6Dw9DF4X9g,Long wait for a table and our pizza. I vote for Union Jack's for my favorite Chicago style pizza in Indy!,3.0
2,zoYCScCawwkPFu-m0_fETg,vAFKiEFPtvNoBaX4hl8Bqg,8NBb4aIeQvDh3OWRiIXYIA,"In the location previously Jackson Tavern, Trident II shares some of its faults, primary an open floor plan that amplifies the crowd noise and requires tables to be arranged close to others. 

Service was friendly, but not knowledgeable about the details of the  happy hour specials. 

Beer selection was good, but not all draft drinks are available for happy hour.",3.0
15,rtGwr8kygWcVDS4B1P8upw,6PBGEXsN-xL_EKq1KkeOKQ,F3bzaJzhvsWPD3JQYSqrwQ,"The food is very authentic Cuban. The cuisine itself is very good. Not the best ever, but good enough. However, the waiter was a bit rude/on edge because they were busy, and also my to go boxes were flooded with sauce. I wanted to eat this in the car... Not exactly possible. I can understand if it were soup. No. It was squid rice. Not a great experience. Mediocre.",3.0
20,T1N5qRW9H4yZed0FZmyq5g,cAfAFCl7rf6WMFwNzIwFHg,LdECsE8lJS7v5GTFTcjPSg,"Still paying for eating at Crabby Bill's. Not sure exactly what it was, but I have been sick to my stomach since leaving Crabby Bill's. I ordered the grilled shrimp, coleslaw, and fries. We had onion rings as the appetizer. Totally regretting every single bite right now. The grilled shrimp were extremely greasy and slathered in butter. Not quite what I had in mind as I wanted something clean and non greasy (since we ordered fries and onion rings). The onion rings fell apart and the batter did not stick to them. The dip they were served with had way too much horseradish. 

Three stars because despite my stomach completely hating me, our waitress was amazing. She was super attentive and refilled my drink without me event asking. The place was packed and there was a 45 minute wait. I would recommend going somewhere else if you don't mind driving and getting out of the tourist zone. These kind of tourist traps are rarely memorable places to eat.",3.0
34,FVexN2J4ZCF1RQdD6XH5UQ,b_xTWcnojNYmdbMO_WNlVA,H26zRyQkXXYzUZUOtppFcA,"Place was packed on a Wednesday lunch!! Parking is tight so you can park across the street if the main lot is full. The service was a little slow but it wasn't like I was being ignored or anything. Sometimes when a place is unexpectedly slammed you have to temper your expectations. Having said that, my server was running around crazy and did her best. 

I got the 3 street taco combo, mahi, buffalo chicken and spicy shredded beef. The mahi was dry and only a little piece which was disappointing. The other two tacos were really good and spicy. I was a fan of the house salsa they have and would purchase it if they had it available.",3.0
